month,regression_baseline,adaptive_expectations,past_precipitation_control,current_precipitation_control,temperature_precipitation_control
1-Sep-21,4.314301506,6.620490956,2.222919611,6.559788214,2.235174245
1-Oct-21,-7.527452566,-3.592773066,-4.835451992,-6.205494029,-4.844194968
1-Nov-21,-10.29280959,-12.71847675,-9.117592496,-9.221227729,-9.117314597
1-Dec-21,10.32189437,3.306153735,10.92047781,10.86331605,10.92909417
1-Jan-22,3.023537626,4.959167644,3.940971354,3.541741155,3.967579886
1-Feb-22,1.129310742,3.965935809,1.882671351,-1.358045926,1.946011898
1-Mar-22,-9.94929034,-7.893582671,-12.50538692,-6.729872235,-12.47783705
1-Apr-22,5.409000671,1.035206089,8.441723898,4.674187357,8.459091173
1-May-22,0.914010731,1.519444129,0.280243997,2.630271918,0.28089955
1-Jun-22,-1.31167448,-0.475061836,0.597175853,0.503381461,0.593249393
1-Jul-22,-23.86823863,-24.60585566,-21.95613612,-20.40704429,-21.96289292
1-Aug-22,-43.06035136,-57.86925956,-40.51568861,-41.34112326,-40.53879174
1-Sep-22,21.38450239,-11.03879643,20.77114982,17.81363178,20.76189709
1-Oct-22,16.3947118,10.45131679,12.80345321,17.10912387,12.81896952
1-Nov-22,NaN,NaN,NaN,NaN,NaN
1-Dec-22,NaN,NaN,NaN,NaN,NaN
